,name,sku,selling_price,original_price,currency,availability,color,category,source,source_website,breadcrumbs,description,brand,country,average_rating,reviews_count,crawled_at,discount_amount,discount_percent
764,adidas Sportswear Comfy and Chill Tee,H21533,24,30,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",adidas,USA,4.8,58,2021-10-23 17:52:18.077437,6,20.0
765,Ergo Tennis Shorts,GT7836,48,60,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Cut to help you create. These adidas tennis shorts are ergonomically designed to give you full movement on court. Paired with soft, stretchy fabric, moisture-wicking AEROREADY keeps you comfortable until the final shot.",adidas,USA,4.5,20,2021-10-23 17:52:18.179514,12,20.0
766,adidas Sportswear Future Icons 3-Stripes Sweatshirt,HB1418,44,55,USD,instock,Grey,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",adidas,USA,4.7,54,2021-10-23 17:52:18.264483,11,20.0
767,Superlite Hat,EX6696,17,24,USD,instock,Purple,Accessories,adidas United States,https://www.adidas.com,Women/Accessories,"When the sun's blazing, you've got to dress accordingly. Top off your warm-weather workout ensemble with this adidas Superlite Hat. The comfortable, six-panel construction has perforated side panels to help keep you cool. A non-glare undervisor makes running on bright concrete easy on the eyes. 

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,4.8,126,2021-10-23 17:52:18.344172,7,29.166666666666668
768,adidas Sportswear Comfy & Chill Pants,H45374,44,55,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",adidas,USA,4.6,73,2021-10-23 17:52:18.537605,11,20.0
769,adidas Sportswear Comfy & Chill Pants,H56354,44,55,USD,instock,White,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",adidas,USA,4.6,73,2021-10-23 17:52:18.618114,11,20.0
770,4CMTE Four Panel RAIN.RDY Running Training Cycling Cap,GT4792,21,30,USD,instock,Black,Accessories,adidas United States,https://www.adidas.com,Running/Accessories,"Don't let the weather ruin your routine. This adidas cycling cap blocks wind and water with RAIN.RDY. Wear it for running, racing or daily commutes. The knit sweatband keeps sweat off your face, and a reflective logo adds a bit of shine to grey days. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.7,25,2021-10-23 17:52:18.864003,9,30.0
771,Linear Superlite Super-No-Show Socks 6 Pairs,EX6588,14,20,USD,instock,Multicolor,Accessories,adidas United States,https://www.adidas.com,Women/Accessories,"Warm-weather ready. You're all set for sunny days on the field or that outdoor HIIT class in these adidas socks. Stretchy, lightweight and made with moisture-wicking yarn, your feet stay dry and comfortable. The best part? The anti-slip, super no-show design lets you lunge and squat without having to pause to pull up your socks.",adidas,USA,4.8,6,2021-10-23 17:52:19.106000,6,30.0
772,Stretch Cotton Trunk Briefs 3 Pairs,EX4446,21,30,USD,instock,Grey,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Little comforts make a big difference. Just look at these adidas boxer briefs. They're made with soft, quick-dry fabric that keeps you feeling fresh and a stay-put design that keeps you covered from your first rep to your last. Get comfortable and give it your all.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,4.4,9,2021-10-23 17:52:19.305252,9,30.0
773,Long Sleeve Tee and Printed Tights Set,EY0208,36,44,USD,instock,Pink,Clothing,adidas United States,https://www.adidas.com,Kids/Clothing,"It doesn't get any easier than a matching set. This adidas head-to-toe look keeps kids comfortable from playdates to rainy days at home. The hooded tee is cut to move, with drop shoulders and a droptail hem. It comes with graphic tights that are soft and stretchy.",adidas,USA,5.0,1,2021-10-23 17:52:20.059747,8,18.181818181818183
774,Santiago Lunch Bag,EX6537,20,25,USD,instock,Grey,Accessories,adidas United States,https://www.adidas.com,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,5.0,51,2021-10-23 17:52:20.245290,5,20.0
775,Relaxed Camo Trefoil Hat,EY3692,21,26,USD,instock,Green,Accessories,adidas United States,https://www.adidas.com,Men/Accessories,"How is it that camo manages to be both low-key and high-vis? It all depends on where you wear it, and in this silky adidas hat, that's everywhere. Dressed up. Dressed down. Camo adds an edge any way you style it.",adidas,USA,4.8,4,2021-10-23 17:52:20.328880,5,19.230769230769234
776,Camo Pants,EY0004,28,40,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Kids/Clothing,You don't have to do or say anything to make your mark in these juniors' adidas pants. The bold camo print does your talking for you. Blocks of color and 3-Stripes on the sides keep the look fresh. A drawcord-adjustable waist is comfortable and casual.,adidas,USA,4.0,1,2021-10-23 17:52:20.428656,12,30.0
777,Santiago Lunch Bag,EX6535,20,25,USD,instock,Grey,Accessories,adidas United States,https://www.adidas.com,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,5.0,51,2021-10-23 17:52:20.510479,5,20.0
778,Santiago Lunch Bag,EX6529,20,25,USD,instock,Pink,Accessories,adidas United States,https://www.adidas.com,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,5.0,51,2021-10-23 17:52:20.737836,5,20.0
779,Originals Sunglasses OR0013,EW3431,70,100,USD,instock,Black,Accessories,adidas United States,https://www.adidas.com,Originals/Accessories,"These adidas sunglasses are comfortable, classy and lightweight. And they filter those rays, so you can stop squinting and start shining a little yourself.",adidas,USA,4.7,3,2021-10-23 17:52:20.933443,30,30.0
780,Santiago Lunch Bag,EX6528,20,25,USD,instock,Grey,Accessories,adidas United States,https://www.adidas.com,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,5.0,51,2021-10-23 17:52:21.014408,5,20.0
781,Santiago Lunch Bag,EX6531,20,25,USD,instock,Black,Accessories,adidas United States,https://www.adidas.com,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,5.0,51,2021-10-23 17:52:21.097382,5,20.0
782,Retrorun Shoes,GZ5350,52,65,USD,instock,Green,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"From low key to dressy, these versatile adidas shoes pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",adidas,USA,4.5,762,2021-10-23 17:52:21.492263,13,20.0
783,Classic Superlite No-Show Socks 6 Pairs,EX6853,16,20,USD,instock,Multicolor,Accessories,adidas United States,https://www.adidas.com,Men/Accessories,"Don't let anything weigh you down or hold you back. Slip on the next-to-nothing feel of your adidas no-show socks. You'll be good to go, with classic comfort from heel to toe.",adidas,USA,4.7,34,2021-10-23 17:52:21.574711,4,20.0
784,Runner Tee,H25047,36,45,USD,instock,Blue,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",adidas,USA,4.8,222,2021-10-23 17:52:22.056062,9,20.0
785,Runner Tee,H25046,36,45,USD,instock,Red,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",adidas,USA,4.8,222,2021-10-23 17:52:22.141215,9,20.0
